City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,newman,37.3138,-121.0208,296.7,46,0,2.69,US,2023-07-10 03:00:00
281,fougamou,-1.2154,10.5838,294.09,91,53,0.8,GA,2023-07-10 03:00:00
282,namie,37.4833,141.0,304.11,67,15,0.67,JP,2023-07-10 03:00:00
283,jamestown,42.097,-79.2353,291.94,88,100,1.72,US,2023-07-10 03:00:00
284,severnoye,56.3491,78.3619,294.85,52,41,2.12,RU,2023-07-10 03:00:00
285,remire-montjoly,4.9167,-52.2667,299.68,100,0,5.39,GF,2023-07-10 03:00:00
286,askoy,60.4092,5.226,290.91,53,0,2.64,NO,2023-07-10 03:00:00
287,teknaf,20.8624,92.3058,302.04,78,99,3.38,BD,2023-07-10 03:00:00
288,tambura,5.6,27.4667,292.16,96,13,0.99,SS,2023-07-10 03:00:00
289,letlhakeng,-24.0944,25.0298,274.24,44,0,5.32,BW,2023-07-10 03:00:00
290,tual,-5.6667,132.75,299.61,86,99,9.85,ID,2023-07-10 03:00:00
291,riversdale,18.1659,-76.9642,300.43,87,27,0.48,JM,2023-07-10 03:00:00
292,aasiaat,68.7098,-52.8699,277.91,96,100,2.59,GL,2023-07-10 03:00:00
293,manokwari,-0.8667,134.0833,301.63,69,39,2.53,ID,2023-07-10 03:00:00
294,tharangambadi,11.0319,79.8528,300.98,74,100,2.37,IN,2023-07-10 03:00:00
295,puerto aysen,-45.4,-72.7,277.56,98,100,0.88,CL,2023-07-10 03:00:00
296,kedougou,12.5579,-12.1743,298.88,83,24,1.43,SN,2023-07-10 03:00:00
297,tarawa,1.419,172.984,302.2,79,75,4.16,KI,2023-07-10 03:00:00
298,sirte,31.2089,16.5887,298.36,72,0,3.16,LY,2023-07-10 03:00:00
299,palmer,42.1584,-72.3287,294.46,83,100,1.12,US,2023-07-10 03:00:00
300,severomorsk,69.0689,33.4162,280.94,75,19,1.3,RU,2023-07-10 03:00:00
301,assai,-23.3733,-50.8414,291.07,95,100,1.77,BR,2023-07-10 03:00:00
302,karyes,37.3,22.5,291.04,61,0,1.94,GR,2023-07-10 03:00:00
303,taro,-8.3862,115.28,298.4,69,43,1.31,ID,2023-07-10 03:00:00
304,fisterra,42.9049,-9.2629,289.99,81,0,1.53,ES,2023-07-10 03:00:00
305,salekhard,66.53,66.6019,284.8,76,81,2.38,RU,2023-07-10 03:00:00
306,tazacorte,28.629,-17.9293,295.65,91,0,4.11,ES,2023-07-10 03:00:00
307,inhambane,-23.865,35.3833,293.25,83,26,5.12,MZ,2023-07-10 03:00:00
308,mount pearl,47.5166,-52.7813,284.92,97,100,2.08,CA,2023-07-10 03:00:00
309,big stone gap,36.8677,-82.7745,293.3,96,100,0.87,US,2023-07-10 03:00:00
310,okhotsk,59.3833,143.3,288.07,66,98,1.68,RU,2023-07-10 03:00:00
311,labuan bajo,-8.4964,119.8877,301.95,58,100,1.48,ID,2023-07-10 03:00:00
312,lompoc,34.6391,-120.4579,288.22,87,100,5.34,US,2023-07-10 03:00:00
313,maamba,-17.3667,27.15,286.21,49,0,2.86,ZM,2023-07-10 03:00:00
314,san patricio,28.017,-97.5169,301.94,76,0,6.1,US,2023-07-10 03:00:00
315,severo-yeniseyskiy,60.3725,93.0408,289.77,94,100,3.3,RU,2023-07-10 03:00:00
316,guatrache,-37.6678,-63.5302,281.74,41,68,2.33,AR,2023-07-10 03:00:00
317,rwamagana,-1.9487,30.4347,289.84,67,89,0.64,RW,2023-07-10 03:00:00
318,razdol'noye,45.7708,33.4878,292.41,66,50,5.97,UA,2023-07-10 03:00:00
319,morrope,-6.5417,-80.0111,295.21,83,9,5.67,PE,2023-07-10 03:00:00
320,aykhal,66.0,111.5,298.27,34,0,10.12,RU,2023-07-10 03:00:00
321,adrar,20.5022,-10.0711,306.32,15,63,1.96,MR,2023-07-10 03:00:00
322,usogorsk,63.4106,48.6872,282.35,89,87,3.53,RU,2023-07-10 03:00:00
323,namibe,-15.1961,12.1522,290.27,80,0,1.95,AO,2023-07-10 03:00:00
324,kilindoni,-7.9139,39.6668,298.01,76,86,3.68,TZ,2023-07-10 03:00:00
325,chulakkurgan,43.765,69.1814,300.35,30,0,3.35,KZ,2023-07-10 03:00:00
326,klaksvik,62.2266,-6.589,285.66,98,99,3.13,FO,2023-07-10 03:00:00
327,nanyuki,0.0167,37.0728,284.63,80,85,2.71,KE,2023-07-10 03:00:00
328,kargopol',61.5071,38.9456,282.18,87,100,3.68,RU,2023-07-10 03:00:00
329,pacific grove,36.6177,-121.9166,288.64,81,75,5.48,US,2023-07-10 03:00:00
330,chegdomyn,51.1167,133.0167,300.04,50,6,2.61,RU,2023-07-10 03:00:00
331,bonthe,7.5264,-12.505,297.77,91,92,3.04,SL,2023-07-10 03:00:00
332,lorengau,-2.0226,147.2712,301.3,77,77,3.09,PG,2023-07-10 03:00:00
333,chibougamau,49.9168,-74.3659,289.94,82,0,0.32,CA,2023-07-10 03:00:00
334,salanso,12.1833,-4.0833,299.36,72,96,2.23,BF,2023-07-10 03:00:00
335,merizo village,13.2658,144.6691,302.57,82,100,8.32,GU,2023-07-10 03:00:00
336,leua,48.2156,18.6071,292.87,66,19,0.64,SK,2023-07-10 03:00:00
337,vadso,70.0744,29.7487,282.13,81,0,1.14,NO,2023-07-10 03:00:00
338,corner brook,48.9667,-57.9484,290.42,98,92,2.35,CA,2023-07-10 03:00:00
339,mbanza kongo,-6.267,14.2401,290.87,94,66,1.48,AO,2023-07-10 03:00:00
340,bingol,38.8847,40.4939,290.38,70,3,2.24,TR,2023-07-10 03:00:00
341,kudahuvadhoo,2.6708,72.8944,300.88,72,98,2.24,MV,2023-07-10 03:00:00
342,hilo,19.7297,-155.09,299.5,71,75,3.16,US,2023-07-10 03:00:00
343,gazojak,41.1875,61.4036,305.93,16,0,5.96,TM,2023-07-10 03:00:00
344,handlova,48.7276,18.7601,289.6,64,23,1.24,SK,2023-07-10 03:00:00
345,opuwo,-18.0607,13.84,285.57,22,0,2.68,NA,2023-07-10 03:00:00
346,port douglas,-16.4833,145.4667,296.4,72,95,6.38,AU,2023-07-10 03:00:00
347,fukuecho,32.6881,128.8419,300.35,94,75,8.25,JP,2023-07-10 03:00:00
348,carroll,39.5501,-77.0164,292.37,88,82,1.7,US,2023-07-10 03:00:00
349,mar del plata,-38.0023,-57.5575,281.18,93,40,4.38,AR,2023-07-10 03:00:00
350,berezovo,63.9381,65.0419,285.8,91,100,5.26,RU,2023-07-10 03:00:00
351,zaoyang,32.1272,112.7542,304.58,67,100,6.01,CN,2023-07-10 03:00:00
352,thinadhoo,0.5333,72.9333,300.43,73,29,0.99,MV,2023-07-10 03:00:00
353,carutapera,-1.195,-46.02,297.27,94,29,2.56,BR,2023-07-10 03:00:00
354,tshabong,-26.05,22.45,274.11,55,0,4.51,BW,2023-07-10 03:00:00
355,alesund,62.4723,6.1549,288.84,91,45,0.57,NO,2023-07-10 03:00:00
356,moyale,3.5167,39.0584,290.73,83,98,3.11,KE,2023-07-10 03:00:00
357,campo maior,-4.8278,-42.1686,297.32,63,23,1.42,BR,2023-07-10 03:00:00
358,vilyuchinsk,52.9306,158.4028,290.3,93,100,2.47,RU,2023-07-10 03:00:00
359,mili,6.0815,171.735,301.38,77,66,5.74,MH,2023-07-10 03:00:00
360,steinbach,50.1667,8.5667,294.58,72,20,1.07,DE,2023-07-10 03:00:00
361,altai,46.3722,96.2583,293.09,36,85,3.35,MN,2023-07-10 03:00:00
362,ujae,8.9322,165.7642,301.6,79,75,6.49,MH,2023-07-10 03:00:00
363,vila franca do campo,37.7167,-25.4333,293.38,92,80,2.41,PT,2023-07-10 03:00:00
364,darovskoy,58.77,47.9564,287.22,98,100,4.21,RU,2023-07-10 03:00:00
365,gadzhiyevo,69.2551,33.3362,280.68,76,19,1.75,RU,2023-07-10 03:00:00
366,kamaishi,39.2667,141.8833,299.39,74,77,2.25,JP,2023-07-10 03:00:00
367,stornoway,58.2093,-6.3865,286.08,90,84,1.41,GB,2023-07-10 03:00:00
368,hithadhoo,-0.6,73.0833,300.39,71,9,0.46,MV,2023-07-10 03:00:00
369,bahia blanca,-38.7196,-62.2724,280.27,76,14,0.99,AR,2023-07-10 03:00:00
370,huaral,-11.495,-77.2078,292.54,83,35,1.79,PE,2023-07-10 03:00:00
371,moanda,-1.5575,13.2178,295.99,76,79,1.43,GA,2023-07-10 03:00:00
372,bac lieu,9.285,105.7244,303.23,68,17,3.99,VN,2023-07-10 03:00:00
373,fort st. john,56.2499,-120.8529,304.09,22,40,2.5,CA,2023-07-10 03:00:00
374,isla mujeres,21.2311,-86.731,302.13,83,8,4.96,MX,2023-07-10 03:00:00
375,haiku-pauwela,20.9219,-156.3051,298.47,64,40,6.53,US,2023-07-10 03:00:00
376,roma,43.2128,-75.4557,293.41,91,100,1.68,US,2023-07-10 03:00:00
377,tandil,-37.3217,-59.1332,279.04,75,57,2.65,AR,2023-07-10 03:00:00
378,khonsa,27.0167,95.5667,294.62,100,100,0.39,IN,2023-07-10 03:00:00
379,christchurch,-43.5333,172.6333,285.48,86,100,2.09,NZ,2023-07-10 03:00:00
380,marka,1.7159,44.7717,297.4,87,83,6.84,SO,2023-07-10 03:00:00
381,kaspiyskiy,45.3929,47.3707,299.37,62,100,7.73,RU,2023-07-10 03:00:00
382,quatre cocos,-20.2078,57.7625,295.71,69,9,4.22,MU,2023-07-10 03:00:00
383,tchintabaraden,15.8969,5.7985,302.18,51,92,3.7,NE,2023-07-10 03:00:00
384,pampierstad,-27.7832,24.6877,273.75,88,6,6.07,ZA,2023-07-10 03:00:00
385,trinity beach,-16.7888,145.6968,299.09,61,100,7.07,AU,2023-07-10 03:00:00
386,fada,9.5667,8.3,292.38,95,96,1.16,NG,2023-07-10 03:00:00
387,happy valley-goose bay,53.3168,-60.3315,292.32,77,75,0.51,CA,2023-07-10 03:00:00
388,laurentides,46.4334,-74.9826,292.99,85,100,0.98,CA,2023-07-10 03:00:00
389,sandpoint,48.2766,-116.5533,300.3,44,0,1.48,US,2023-07-10 03:00:00
390,polyarnyy,69.1989,33.4478,280.76,76,20,1.67,RU,2023-07-10 03:00:00
391,tabou,4.423,-7.3528,297.85,88,100,3.91,CI,2023-07-10 03:00:00
392,sur,22.5667,59.5289,304.33,57,98,4.34,OM,2023-07-10 03:00:00
393,mukalla,14.5425,49.1242,302.79,81,60,0.08,YE,2023-07-10 03:00:00
394,vorkuta,67.5,64.0,283.11,62,15,3.45,RU,2023-07-10 03:00:00
395,antalaha,-14.9003,50.2788,293.47,91,19,2.45,MG,2023-07-10 03:00:00
396,cannonvale,-20.2833,148.7,293.81,65,100,7.13,AU,2023-07-10 03:00:00
397,serdar,38.9764,56.2757,306.39,14,0,7.84,TM,2023-07-10 03:00:00
398,road town,18.4167,-64.6167,302.17,79,20,9.6,VG,2023-07-10 03:00:00
399,bemidji,47.4736,-94.8803,293.61,79,0,2.92,US,2023-07-10 03:00:00
400,nizhneangarsk,55.7833,109.55,289.14,79,92,2.08,RU,2023-07-10 03:00:00
401,bel ombre,-4.6167,55.4167,298.88,88,75,8.56,SC,2023-07-10 03:00:00
402,papao,-17.75,-149.55,301.97,81,93,11.22,PF,2023-07-10 03:00:00
403,garachico,28.7781,-17.7646,294.21,68,0,4.98,ES,2023-07-10 03:00:00
404,timimoun,29.2639,0.231,307.53,13,0,7.54,DZ,2023-07-10 03:00:00
405,ciudad victoria,23.7333,-99.1333,301.39,69,3,4.32,MX,2023-07-10 03:00:00
406,yuanping,38.7153,112.7575,304.94,26,95,1.22,CN,2023-07-10 03:00:00
407,kannur,11.8675,75.3576,299.97,81,93,1.03,IN,2023-07-10 03:00:00
408,sinabang,2.4803,96.3801,300.02,82,100,1.9,ID,2023-07-10 03:00:00
409,skikda,36.8762,6.9092,302.28,43,66,3.69,DZ,2023-07-10 03:00:00
410,taltal,-25.4,-70.4833,287.63,85,85,0.21,CL,2023-07-10 03:00:00
411,phan rang-thap cham,11.5667,108.9833,304.82,57,100,2.58,VN,2023-07-10 03:00:00
412,changyon,38.2508,125.0961,301.73,69,19,3.7,KP,2023-07-10 03:00:00
413,dzhalagash,45.0833,64.6667,304.95,18,0,3.5,KZ,2023-07-10 03:00:00
414,lapeer,43.0514,-83.3188,291.35,72,0,3.13,US,2023-07-10 03:00:00
415,caleta de carquin,-11.0925,-77.6267,293.24,82,34,4.07,PE,2023-07-10 03:00:00
416,tiruchirappalli,10.8167,78.6833,302.21,74,75,4.87,IN,2023-07-10 03:00:00
417,marondera,-18.1853,31.5519,281.72,60,0,1.6,ZW,2023-07-10 03:00:00
418,qulsary,46.9531,54.0198,306.2,16,73,8.26,KZ,2023-07-10 03:00:00
419,capitan bado,-23.2667,-55.5333,294.59,64,100,2.74,PY,2023-07-10 03:00:00
420,paysandu,-32.3214,-58.0756,286.58,88,81,2.24,UY,2023-07-10 03:00:00
421,uzgen,40.7699,73.3007,301.94,19,3,1.09,KG,2023-07-10 03:00:00
422,praya,14.9215,-23.5087,298.45,73,20,7.01,CV,2023-07-10 03:00:00
423,yuxia,34.0615,108.6291,308.43,42,72,1.3,CN,2023-07-10 03:00:00
424,andovoranto,-18.95,49.1,293.34,87,69,1.33,MG,2023-07-10 03:00:00
425,lazaro cardenas,17.9583,-102.2,301.05,80,85,3.37,MX,2023-07-10 03:00:00
426,crucecita,-28.95,-58.9833,290.33,80,100,2.33,AR,2023-07-10 03:00:00
427,kuacjok,8.3002,27.9903,294.82,88,80,1.66,SS,2023-07-10 03:00:00
428,cruzeiro do sul,-29.5128,-51.9853,289.23,94,100,0.96,BR,2023-07-10 03:00:00
429,vrangel',42.7297,133.0839,293.62,89,97,2.95,RU,2023-07-10 03:00:00
430,arroyo,41.6096,-4.7969,289.31,83,0,1.35,ES,2023-07-10 03:00:00
431,las tablas,7.7667,-80.2833,299.89,84,82,0.79,PA,2023-07-10 03:00:00
432,leava,-14.3,-178.1667,300.13,73,80,7.94,WF,2023-07-10 03:00:00
433,iwaki,37.05,140.8833,304.84,77,32,3.28,JP,2023-07-10 03:00:00
434,plettenberg bay,-34.0527,23.3716,284.07,76,89,1.9,ZA,2023-07-10 03:00:00
435,dickinson,29.4608,-95.0513,301.78,83,20,5.31,US,2023-07-10 03:00:00
436,zaraza,9.3503,-65.3245,296.3,96,37,1.79,VE,2023-07-10 03:00:00
437,mujiayingzi,42.1167,118.7833,302.69,34,13,3.19,CN,2023-07-10 03:00:00
438,tejupilco de hidalgo,18.9,-100.15,292.93,95,100,2.13,MX,2023-07-10 03:00:00
439,la gi,10.6667,107.7833,303.13,68,38,2.95,VN,2023-07-10 03:00:00
440,sisimiut,66.9395,-53.6735,280.8,90,100,0.64,GL,2023-07-10 03:00:00
441,rio claro,-22.4114,-47.5614,291.15,92,96,1.0,BR,2023-07-10 03:00:00
442,constantia,44.1833,28.65,293.24,58,1,5.31,RO,2023-07-10 03:00:00
443,manay,7.215,126.5397,302.65,72,81,2.69,PH,2023-07-10 03:00:00
444,soller,39.7662,2.7152,298.93,78,9,2.01,ES,2023-07-10 03:00:00
445,cole harbour,44.6724,-63.4751,292.08,95,100,3.08,CA,2023-07-10 03:00:00
446,brisas de zicatela,15.8369,-97.0419,299.83,80,64,1.66,MX,2023-07-10 03:00:00
447,alderetes,-26.8167,-65.1333,290.16,100,100,0.61,AR,2023-07-10 03:00:00
448,verkhniy baskunchak,48.2256,46.7217,299.62,45,74,1.74,RU,2023-07-10 03:00:00
449,hailun,47.45,126.9333,300.63,54,100,3.57,CN,2023-07-10 03:00:00
450,vila do maio,15.1333,-23.2167,298.59,80,20,8.59,CV,2023-07-10 03:00:00
451,okha,53.5739,142.9478,290.56,51,1,7.41,RU,2023-07-10 03:00:00
452,st. john's,47.5649,-52.7093,285.34,97,100,2.52,CA,2023-07-10 03:00:00
453,shar,49.5886,81.0453,298.59,31,64,4.97,KZ,2023-07-10 03:00:00
454,sherbakul',54.6316,72.3963,298.46,58,40,3.4,RU,2023-07-10 03:00:00
455,uturoa,-16.7333,-151.4333,299.85,81,71,9.99,PF,2023-07-10 03:00:00
456,beyneu,45.3167,55.2,304.51,23,42,7.76,KZ,2023-07-10 03:00:00
457,queenstown,-31.8976,26.8753,276.32,91,98,2.32,ZA,2023-07-10 03:00:00
458,grootfontein,-19.5667,18.1167,277.91,45,0,7.44,NA,2023-07-10 03:00:00
459,tobelo,1.7284,128.0095,300.76,79,100,1.09,ID,2023-07-10 03:00:00
460,puyo,-1.4667,-77.9833,290.31,94,17,1.67,EC,2023-07-10 03:00:00
461,swakopmund,-22.6833,14.5333,289.62,34,0,6.73,NA,2023-07-10 03:00:00
462,alaghsas,17.0187,8.0168,302.91,42,49,2.05,NE,2023-07-10 03:00:00
463,bouarfa,32.53,-1.95,300.35,18,0,3.05,MA,2023-07-10 03:00:00
464,san jeronimo,-11.9472,-75.2829,282.15,81,13,0.84,PE,2023-07-10 03:00:00
465,gouyave,12.1646,-61.7296,301.58,79,20,8.99,GD,2023-07-10 03:00:00
466,portland,45.5234,-122.6762,299.14,49,20,3.47,US,2023-07-10 03:00:00
467,broome,42.2506,-75.833,291.89,88,75,0.7,US,2023-07-10 03:00:00
468,acarau,-2.8856,-40.12,298.42,83,3,6.24,BR,2023-07-10 03:00:00
469,arno,60.1167,18.6333,288.03,74,0,0.84,SE,2023-07-10 03:00:00
470,kuhsan,34.6539,61.1978,301.11,19,0,4.71,AF,2023-07-10 03:00:00
471,hami,42.8,93.45,301.52,30,100,2.01,CN,2023-07-10 03:00:00
472,mpika,-11.8343,31.4529,286.14,78,77,0.72,ZM,2023-07-10 03:00:00
473,choibalsan,48.0667,114.5,291.66,85,100,5.61,MN,2023-07-10 03:00:00
474,xacmaz,41.4635,48.806,299.25,65,0,5.69,AZ,2023-07-10 03:00:00
475,cacabelos,42.6002,-6.7237,287.22,90,6,0.23,ES,2023-07-10 03:00:00
476,floro,61.5996,5.0328,290.14,88,100,3.24,NO,2023-07-10 03:00:00
477,ola,59.5833,151.2833,286.01,80,100,4.88,RU,2023-07-10 03:00:00
478,coruripe,-10.1256,-36.1756,296.51,89,61,3.03,BR,2023-07-10 03:00:00
479,tianpeng,30.9866,103.9393,305.41,69,100,1.29,CN,2023-07-10 03:00:00
480,ghadamis,30.1337,9.5007,305.57,21,4,4.12,LY,2023-07-10 03:00:00
481,cherdyn',60.403,56.4787,285.63,86,100,2.65,RU,2023-07-10 03:00:00
482,muisne,0.6,-80.0333,298.89,88,5,2.84,EC,2023-07-10 03:00:00
483,tamesis,5.6646,-75.7134,289.7,93,14,0.59,CO,2023-07-10 03:00:00
484,mount gambier,-37.8333,140.7667,287.6,68,100,5.97,AU,2023-07-10 03:00:00
485,nyurba,63.2842,118.3319,298.19,45,96,3.62,RU,2023-07-10 03:00:00
486,freetown,8.484,-13.2299,298.07,88,99,2.79,SL,2023-07-10 03:00:00
487,ovalle,-30.5983,-71.2003,286.86,61,100,0.55,CL,2023-07-10 03:00:00
488,abegondo,43.2167,-8.2833,286.88,88,0,1.33,ES,2023-07-10 03:00:00
489,callao,-12.0667,-77.15,294.31,73,0,4.63,PE,2023-07-10 03:00:00
490,bazarak,35.3129,69.5152,293.7,36,76,0.19,AF,2023-07-10 03:00:00
491,sonari,27.0667,95.0333,300.18,97,100,1.21,IN,2023-07-10 03:00:00
492,yokadouma,3.5167,15.05,292.84,99,82,0.19,CM,2023-07-10 03:00:00
493,howard springs,-12.497,131.047,303.71,64,60,3.84,AU,2023-07-10 03:00:00
494,rongelap,11.1635,166.8941,301.5,78,100,7.57,MH,2023-07-10 03:00:00
495,waingapu,-9.6567,120.2641,301.36,57,100,7.56,ID,2023-07-10 03:00:00
496,mahbubabad,17.6167,80.0167,303.2,62,92,4.22,IN,2023-07-10 03:00:00
497,orlovskiy,46.8714,42.0592,293.34,88,100,2.58,RU,2023-07-10 03:00:00
498,geraldton,-28.7667,114.6,290.11,77,0,2.69,AU,2023-07-10 03:00:00
499,darwin,-12.4611,130.8418,302.53,52,40,3.38,AU,2023-07-10 03:00:00
500,gandajika,-6.75,23.95,293.06,47,6,1.82,CD,2023-07-10 03:00:00
501,navojoa,27.1,-109.4333,306.49,51,12,3.54,MX,2023-07-10 03:00:00
502,kathmandu,27.7167,85.3167,298.06,80,75,0.71,NP,2023-07-10 03:00:00
503,nogliki,51.8333,143.1667,292.21,57,22,2.7,RU,2023-07-10 03:00:00
504,hachinohe,40.5,141.5,301.39,57,48,2.61,JP,2023-07-10 03:00:00
505,muravlenko,63.7898,74.523,289.06,86,99,3.59,RU,2023-07-10 03:00:00
506,palmeira,-25.4294,-50.0064,287.97,99,100,1.74,BR,2023-07-10 03:00:00
507,nangong,37.3581,115.3744,312.12,36,42,2.54,CN,2023-07-10 03:00:00
508,zhezqazghan,47.7833,67.7667,301.58,27,0,4.58,KZ,2023-07-10 03:00:00
509,boca suno,-0.7167,-77.1333,294.55,99,12,0.44,EC,2023-07-10 03:00:00
510,katsuren-haebaru,26.3369,127.8719,305.04,66,40,3.9,JP,2023-07-10 03:00:00
511,tahoua,14.8888,5.2692,300.17,57,100,2.15,NE,2023-07-10 03:00:00
512,ascencion,31.1,-107.9833,306.32,25,75,6.64,MX,2023-07-10 03:00:00
513,neftcala,39.3742,49.2472,300.36,49,0,5.77,AZ,2023-07-10 03:00:00
514,kurchatov,51.6601,35.6521,286.66,87,99,4.59,RU,2023-07-10 03:00:00
515,leh,34.1667,77.5833,282.97,88,100,1.82,IN,2023-07-10 03:00:00
516,luwuk,-0.9516,122.7875,301.21,77,63,3.61,ID,2023-07-10 03:00:00
517,nedroma,35.0136,-1.748,296.97,73,26,1.75,DZ,2023-07-10 03:00:00
518,abashiri,44.0213,144.2697,302.31,58,75,3.14,JP,2023-07-10 03:00:00
519,el calafate,-50.3408,-72.2768,268.67,65,0,1.54,AR,2023-07-10 03:00:00
520,barrouallie,13.2333,-61.2667,299.5,82,20,7.4,VC,2023-07-10 03:00:00
521,nishinoomote,30.7333,131.0,301.46,94,40,2.14,JP,2023-07-10 03:00:00
522,iquique,-20.2208,-70.1431,291.17,75,38,1.85,CL,2023-07-10 03:00:00
523,rio gallegos,-51.6226,-69.2181,273.4,93,75,5.28,AR,2023-07-10 03:00:00
524,guarapari,-20.6667,-40.4975,294.76,91,93,2.63,BR,2023-07-10 03:00:00
525,fort bragg,35.139,-79.006,297.64,89,0,1.91,US,2023-07-10 03:00:00
526,diego de almagro,-26.3667,-70.05,284.85,55,97,1.21,CL,2023-07-10 03:00:00
527,ironwood,46.4547,-90.171,296.51,50,0,6.46,US,2023-07-10 03:00:00
528,suva,-18.1416,178.4415,300.86,65,75,3.76,FJ,2023-07-10 03:00:00
529,coihueco,-36.6167,-71.8333,278.13,87,86,1.66,CL,2023-07-10 03:00:00
530,monte alegre,-2.0078,-54.0692,296.88,86,2,1.52,BR,2023-07-10 03:00:00
531,port isabel,26.0734,-97.2086,302.29,86,0,5.9,US,2023-07-10 03:00:00
532,tukrah,32.5341,20.5791,296.8,81,0,3.96,LY,2023-07-10 03:00:00
533,cold lake,54.4502,-110.2017,298.12,41,20,4.73,CA,2023-07-10 03:00:00
534,rikaze,29.25,88.8833,292.1,39,84,0.86,CN,2023-07-10 03:00:00
535,vilyuysk,63.7553,121.6247,300.78,37,6,5.3,RU,2023-07-10 03:00:00
536,morristown,36.214,-83.2949,294.3,87,100,1.95,US,2023-07-10 03:00:00
537,kupang,-10.1667,123.5833,302.47,54,75,7.21,ID,2023-07-10 03:00:00
538,tralee,52.2704,-9.7026,285.47,95,100,2.11,IE,2023-07-10 03:00:00
539,shimoda,34.6667,138.95,301.23,83,16,8.51,JP,2023-07-10 03:00:00
540,krasnyy chikoy,50.3643,108.7512,298.01,58,66,0.84,RU,2023-07-10 03:00:00
541,margate,51.3813,1.3862,289.34,91,96,4.91,GB,2023-07-10 03:00:00
542,guadalajara,20.6667,-103.3333,292.64,82,81,0.87,MX,2023-07-10 03:00:00
543,ubari,26.5921,12.7805,302.07,27,0,2.61,LY,2023-07-10 03:00:00
544,sechura,-5.5569,-80.8222,295.82,78,19,7.07,PE,2023-07-10 03:00:00
545,saint-philippe,-21.3585,55.7679,294.42,78,22,4.23,RE,2023-07-10 03:00:00
546,mirny,62.5353,113.9611,298.74,33,51,2.77,RU,2023-07-10 03:00:00
547,wanning,18.8003,110.3967,304.93,63,1,4.94,CN,2023-07-10 03:00:00
548,machico,32.7,-16.7667,295.05,83,40,3.36,PT,2023-07-10 03:00:00
549,liptovsky hradok,49.0396,19.7234,291.2,73,16,0.34,SK,2023-07-10 03:00:00
550,houma,29.5958,-90.7195,301.09,83,0,2.42,US,2023-07-10 03:00:00
551,kijang,35.2442,129.2139,300.0,79,100,5.75,KR,2023-07-10 03:00:00
552,asau,46.4333,26.4,287.23,93,17,2.61,RO,2023-07-10 03:00:00
553,namsos,64.4662,11.4957,287.24,94,64,1.15,NO,2023-07-10 03:00:00
554,ulsteinvik,62.3432,5.8487,291.28,82,56,0.8,NO,2023-07-10 03:00:00
555,kapoeta,4.7717,33.5903,295.51,76,96,1.87,SS,2023-07-10 03:00:00
556,cidreira,-30.1811,-50.2056,290.58,87,52,7.81,BR,2023-07-10 03:00:00
557,guangshui,31.6199,113.9978,305.31,66,35,7.2,CN,2023-07-10 03:00:00
558,cobija,-11.0267,-68.7692,299.49,67,89,1.62,BO,2023-07-10 03:00:00
559,richards bay,-28.783,32.0377,286.51,80,100,9.76,ZA,2023-07-10 03:00:00
560,shache,38.4167,77.2406,302.6,20,100,2.42,CN,2023-07-10 03:00:00
561,khachrod,23.4167,75.2833,298.45,90,97,6.26,IN,2023-07-10 03:00:00
562,kavieng,-2.5744,150.7967,300.73,77,83,1.77,PG,2023-07-10 03:00:00
